(u'adoption', 0.6135956966702241)
(u'halifax', 0.7386835008179568)
(u'due', 0.7389958797966079)
(u'joints', 0.7390154403045858)
(u'disgusting', 0.7390629751538522)
(u'chicago', 0.7390739597687831)
(u'comes', 0.7390906054866968)
(u'setting', 0.739158161897785)
(u'ban', 0.7393552607153716)
(u'mission', 0.7393651694953706)
(u'oakland', 0.7393808895422698)
(u'claim', 0.7394355527346793)
(u'vote', 0.7394677365575639)
(u'vulnerable', 0.7396071456525954)
(u'union', 0.7396665419763273)
(u'selfies', 0.7396717778911492)
(u'onto', 0.7397055382944158)
(u'seeking', 0.7397173616105276)
(u'suppliers', 0.7397662128234163)
(u'advertising', 0.7398137372843666)
(u'sight', 0.739858046667381)
(u'toronto', 0.7398785670232296)
(u'tastier', 0.7399011074506294)
(u'facing', 0.7400912838412704)
(u'cut', 0.7402049252128918)
(u'detroit', 0.7402881656140727)
(u'caribbean', 0.7402976712312764)
(u'connections', 0.7403316479689372)
(u'helpful', 0.7403638830074183)
(u'check', 0.7403789020893737)
(u'isn', 0.7404011258730331)
(u'parcel', 0.7404202534726181)
(u'appetite', 0.7404950969400569)
(u'agree', 0.7405235322167074)
(u'discovery', 0.7405875759283936)
(u'monthly', 0.7406164508985322)
(u'truth', 0.7406429917913178)
(u'necessary', 0.7408440795075558)
(u'crafts', 0.7409404855355416)
(u'decline', 0.7409607025246958)
(u'nola', 0.7409790130560153)
(u'heritage', 0.7409919009186577)
(u'street', 0.7409958783735019)
(u'morocco', 0.7411213715982629)
(u'critical', 0.741153486999192)
(u'safer', 0.7413065162710427)
(u'pakistan', 0.7413676422377671)
(u'offer', 0.7414873548811731)
(u'weddings', 0.7415676759115126)
(u'provides', 0.7416776387084727)
(u'organic', 0.7416880540893594)
(u'louisiana', 0.741714033943332)
(u'puppy', 0.7419952635386752)
(u'foodies', 0.7420954528926496)
(u'equipment', 0.7421002487937182)
(u'trays', 0.742119699082316)
(u'engineering', 0.7421483462354178)
(u'affordable', 0.7423686671539527)
(u'friends', 0.742398098113443)
(u'item', 0.7425039949662356)
(u'listed', 0.7425484801125173)
(u'businesses', 0.7427863682520599)
(u'homeless', 0.7428491001349559)
(u'secure', 0.7428738653227838)
(u'friendship', 0.7429543666964715)
(u'necessities', 0.7429757908307443)
(u'sydney', 0.742994881155159)
(u'quality', 0.7430669557220522)
(u'canada', 0.7430853179379242)
(u'expand', 0.7430957866550142)
(u'pantries', 0.7431828211261443)
(u'rescue', 0.743208437715971)
(u'yummy', 0.74332194335241)
(u'asking', 0.7433610842899864)
(u'shocking', 0.7434045972913741)
(u'giants', 0.7434903792861757)
(u'extreme', 0.7435680347999329)
(u'israel', 0.7436967973273316)
(u'shelters', 0.7438680566840481)
(u'delivers', 0.7439003563908254)
(u'miami', 0.7439355981147565)
(u'ridiculous', 0.7440796846720705)
(u'learn', 0.7442013287147313)
(u'fabulous', 0.7443446650201778)
(u'hospital', 0.7445400560389996)
(u'regulation', 0.7445984256195698)
(u'demo', 0.744650259674968)
(u'booze', 0.7447573741006805)
(u'philippines', 0.7448923855228573)
(u'location', 0.7449053232548674)
(u'wedding', 0.7449938119833788)
(u'comforting', 0.745058230510265)
(u'crib', 0.7451337487783232)
(u'fireworks', 0.7455078751666215)
(u'holiday', 0.7456010663821728)
(u'presentation', 0.7456826720232936)
(u'menus', 0.7457419185209512)
(u'park', 0.7459506198679752)
(u'munchies', 0.7460766879885078)
(u'exceptional', 0.7462024591313573)
(u'atlanta', 0.7463721305353628)
(u'sources', 0.7463803266357631)
(u'company', 0.7465123201278696)
(u'happening', 0.7465993811234225)
(u'hacks', 0.7467003639105456)
(u'recession', 0.7468031909949697)
(u'scientist', 0.7468661091597799)
(u'crime', 0.7468930103081103)
(u'cheap', 0.7472670499942927)
(u'management', 0.747303721998821)
(u'trolley', 0.7474220291015368)
(u'good', 0.7475771635737856)
(u'masterchef', 0.7476807572952221)
(u'banquet', 0.7476935450049631)
(u'falls', 0.7477148651655605)
(u'point', 0.7477930336140091)
(u'architecture', 0.7477984144473343)
(u'duh', 0.7482929374751377)
(u'real', 0.7485732055714186)
(u'tray', 0.7485904837870779)
(u'expo', 0.7486286687786712)
(u'helping', 0.7486637914828966)
