(u'deny', 0.81903054958261)
(u'hating', 0.8194217485763556)
(u'sadly', 0.8195306046063774)
(u'malay', 0.8195828333857775)
(u'grab', 0.8196851519866992)
(u'lowkey', 0.8197415304225657)
(u'cafeteria', 0.8198123274743894)
(u'hello', 0.8198373962374744)
(u'require', 0.8199121784849919)
(u'walmart', 0.8199272069785334)
(u'second', 0.8199313746014831)
(u'impossible', 0.8200843908684756)
(u'sleep', 0.820084523844508)
(u'saying', 0.8201237663125195)
(u'yesss', 0.8204050752775668)
(u'nooo', 0.8205796763834511)
(u'knowing', 0.8206094810478278)
(u'hahah', 0.8206646923645504)
(u'hopefully', 0.820694111327176)
(u'biggest', 0.8207829095487237)
(u'praying', 0.8208146928967498)
(u'nashgrier', 0.8208722984476785)
(u'yessss', 0.8209584356532856)
(u'crave', 0.8209866802851297)
(u'haitian', 0.8212528944652725)
(u'gives', 0.8215328306100376)
(u'spitting', 0.8215506085923152)
(u'almost', 0.8216414136145384)
(u'dunno', 0.821849773365966)
(u'lebanese', 0.8223556917144468)
(u'prepare', 0.8223772520418574)
(u'drop', 0.8224204586006005)
(u'believe', 0.8225286569254016)
(u'bitch', 0.8226207578549384)
(u'mama', 0.8226485069657412)
(u'noooooo', 0.8227104933958335)
(u'chill', 0.8227205372577201)
(u'momma', 0.8227243031878041)
(u'stairs', 0.8228509255924372)
(u'caribbean', 0.8229478718575679)
(u'kitchen', 0.822950417052249)
(u'alcohol', 0.8231444846957949)
(u'remind', 0.8231606744922204)
(u'wanna', 0.8232467891875792)
(u'nearly', 0.8234105145130151)
(u'throwing', 0.8234694548189819)
(u'work', 0.8237561666130384)
(u'thinks', 0.8241908919973588)
(u'provide', 0.824208592110506)
(u'sorts', 0.8243664935264694)
(u'shout', 0.8245790605965581)
(u'sucks', 0.8245896698011942)
(u'completely', 0.8246332165020701)
(u'mission', 0.8247613970778266)
(u'allow', 0.824800857094281)
(u'stopped', 0.824809800764573)
(u'loool', 0.8249543397533885)
(u'nice', 0.8249676400229294)
(u'greasy', 0.8251154829943448)
(u'apparently', 0.8251251696865511)
(u'obsessed', 0.8251756782836273)
(u'japanese', 0.8251962974290821)
(u'atleast', 0.8252163656623032)
(u'ass', 0.8252212254557868)
(u'ooo', 0.8252334976447601)
(u'cause', 0.8252580273701859)
(u'nigga', 0.8253391899530904)
(u'overrated', 0.8253689645604384)
(u'cheap', 0.8254400807303535)
(u'search', 0.8254645118597542)
(u'tweeting', 0.8254811817777965)
(u'around', 0.8254814926899918)
(u'best', 0.8254887697802572)
(u'sent', 0.8255996924219163)
(u'mood', 0.8256876314637258)
(u'totally', 0.8258013891087392)
(u'hell', 0.8258120539297644)
(u'ahhhh', 0.8262741508954404)
(u'glorious', 0.8262874515355135)
(u'kinda', 0.826331857893425)
(u'peruvian', 0.826523980884781)
(u'hey', 0.8266686396624412)
(u'nah', 0.8267858776701311)
(u'let', 0.8268852421227668)
(u'job', 0.8268958399843259)
(u'throw', 0.8269963263150766)
(u'huge', 0.8270840427141638)
(u'aka', 0.8271384823264046)
(u'deserve', 0.8271996712070916)
(u'doubt', 0.8273771626610541)
(u'bout', 0.8276248697324053)
(u'feeding', 0.8276989106823571)
(u'house', 0.827729283736338)
(u'refuse', 0.8278397879679533)
(u'interesting', 0.8281256866534851)
(u'household', 0.8284053219212112)
(u'clearly', 0.8284356642749299)
(u'try', 0.8284958692095917)
(u'ill', 0.8285732209977027)
(u'officially', 0.8285871335369037)
(u'expecting', 0.82878045317583)
(u'srsly', 0.8287965623788928)
(u'even', 0.8288593733469034)
(u'name', 0.8290607038235802)
(u'could', 0.8291875747741365)
(u'smash', 0.8292122623880882)
(u'loved', 0.829245660137072)
(u'thats', 0.8293604558034968)
(u'given', 0.8293666199859494)
(u'spent', 0.8293691456374188)
