(u'deny', 0.2757499482040053)
(u'kopitiam', 0.6794641978628227)
(u'groupon', 0.6795897688064763)
(u'experts', 0.6798385672270792)
(u'designed', 0.679896554333616)
(u'sushi', 0.679902387987807)
(u'answers', 0.679935816555973)
(u'central', 0.6799541194722576)
(u'chef', 0.6800497315071485)
(u'solutions', 0.6805772916969948)
(u'farms', 0.6806678450426425)
(u'inspiring', 0.6807465527495679)
(u'concerns', 0.6807798638577409)
(u'buttermilk', 0.6810241022159899)
(u'midtown', 0.6811853158302456)
(u'sale', 0.6814010226512587)
(u'kickstarter', 0.6814419563142624)
(u'berkeley', 0.6815105849639208)
(u'boom', 0.6817487178915947)
(u'deluxe', 0.6819048958854564)
(u'source', 0.6819368561286039)
(u'springs', 0.6821855067105255)
(u'broadway', 0.6822918678495584)
(u'instructions', 0.6823966173863157)
(u'returns', 0.6825594559931284)
(u'forum', 0.68263162457837)
(u'awesome', 0.68269464854309)
(u'featuring', 0.6829021710945052)
(u'rider', 0.6829354872927891)
(u'commentary', 0.6834342739610144)
(u'instafood', 0.6835485593964641)
(u'uniteblue', 0.6835786163814404)
(u'bogor', 0.6838947068187646)
(u'border', 0.68391626327395)
(u'children', 0.6839358239275921)
(u'features', 0.6840370971941749)
(u'county', 0.6840526869063165)
(u'standard', 0.6840786074413271)
(u'photo', 0.6842563220867665)
(u'terrace', 0.6842646670470602)
(u'princess', 0.6843866170451263)
(u'bubblews', 0.6844135233293775)
(u'action', 0.6844706487642483)
(u'sheep', 0.684550531711108)
(u'residents', 0.6846062987500963)
(u'coo', 0.6846488060192327)
(u'markets', 0.6848923109124347)
(u'daily', 0.6851735088165458)
(u'learn', 0.6851932519233291)
(u'ferguson', 0.6853429388239402)
(u'buzzing', 0.6855713055014983)
(u'investigation', 0.6858202411503357)
(u'lovehim', 0.6858203501388911)
(u'survey', 0.6858282955927435)
(u'twitterafterdark', 0.6858986062223486)
(u'syria', 0.6859190552052786)
(u'fre', 0.6859229712884304)
(u'bee', 0.6861818517088022)
(u'noms', 0.68642750465197)
(u'steakhouse', 0.6864751587907744)
(u'cheers', 0.6868166816550388)
(u'mix', 0.6868906630349856)
(u'poll', 0.6869302322281261)
(u'sri', 0.6870752443004612)
(u'minneapolis', 0.6871348661386093)
(u'kent', 0.6871843276886005)
(u'columbia', 0.687226737126143)
(u'alternative', 0.6872279101501249)
(u'trial', 0.6872414440798967)
(u'mores', 0.6873465542397298)
(u'august', 0.6874280695378691)
(u'asia', 0.6874909060776099)
(u'effect', 0.6875303052328123)
(u'productivity', 0.688030143764964)
(u'workshop', 0.6880666129572174)
(u'twye', 0.688136502110754)
(u'option', 0.6882154502302865)
(u'scotch', 0.6883181152684451)
(u'issue', 0.6883535365414083)
(u'updated', 0.688624207522526)
(u'wisconsin', 0.6886744441965793)
(u'tray', 0.6886749606482006)
(u'haus', 0.6887820937105781)
(u'movement', 0.6891202101316181)
(u'background', 0.6891406197363941)
(u'filling', 0.6894206034048211)
(u'airport', 0.689641225379554)
(u'fundraiser', 0.6897069112616686)
(u'release', 0.6898990266301099)
(u'war', 0.690203108908798)
(u'jamaica', 0.6903733220629461)
(u'flyer', 0.6903872414728784)
(u'branding', 0.6904239039039292)
(u'oyster', 0.6904543415074073)
(u'benefit', 0.690601658148245)
(u'amazon', 0.6906180261925805)
(u'events', 0.6909678767485139)
(u'tasty', 0.6910924376840063)
(u'result', 0.6912756804972182)
(u'brownies', 0.6914091277342486)
(u'rescue', 0.6915012563340562)
(u'creativity', 0.691567681474659)
(u'childhood', 0.6915759726332628)
(u'truth', 0.6919539246178819)
(u'farming', 0.6919877750510418)
(u'mumbai', 0.6920772941046515)
(u'smarter', 0.6923303155448914)
(u'brewery', 0.692518323800152)
(u'paleo', 0.6930493813578752)
(u'march', 0.6937368865580273)
(u'series', 0.6937741420209446)
(u'islands', 0.6937778157450546)
(u'highlights', 0.6940062230381007)
(u'nbd', 0.6940689939498116)
(u'ohio', 0.694092941875794)
(u'malaysia', 0.694100985456531)
(u'november', 0.6942065968689907)
(u'foodiechats', 0.6943056838295881)
(u'boutique', 0.6943089738162054)
(u'flower', 0.694674142835273)
(u'riverside', 0.6947199798028129)
(u'represent', 0.6948923975835942)
(u'austin', 0.6949463600233156)
(u'recovery', 0.6950254464838193)
(u'content', 0.6952808753966877)
(u'israel', 0.6957339160318076)
(u'bloomberg', 0.6957629089622293)
(u'space', 0.6958241166370704)
(u'measure', 0.695911220213485)
(u'rice', 0.6959495245346364)
(u'recap', 0.6959653500729155)
(u'ave', 0.6961819341054434)
(u'washington', 0.6963233241168392)
(u'cancer', 0.6964098244442295)
(u'vote5sos', 0.696438904537289)
(u'jakarta', 0.6965091851656828)
(u'cambridge', 0.6965517617481991)
(u'soho', 0.6967422991572103)
(u'teatime', 0.6968707623585264)
(u'ireland', 0.6968731173639109)
(u'perth', 0.6970255818582356)
(u'fitness', 0.697179809242645)
(u'boulder', 0.6971921159572899)
(u'rose', 0.6976671583710825)
(u'state', 0.6978438336059084)
(u'halifax', 0.6981404515021656)
(u'kidney', 0.6982893994212859)
(u'restaurant', 0.6986299970267832)
(u'legendary', 0.698757115045817)
(u'mark', 0.6995214637008125)
(u'skin', 0.6996212998649848)
(u'decoration', 0.6997078172739446)
(u'underground', 0.699919846184337)
(u'diy', 0.6999491113543411)
(u'cove', 0.7000411203607946)
(u'sales', 0.7000942798797887)
(u'begun', 0.7002658433896083)
(u'hawaii', 0.7003707421210222)
(u'killing', 0.7005426158992126)
(u'october', 0.7008723901160092)
(u'vote', 0.700927600542025)
(u'germany', 0.7010532079300201)
(u'bracelet', 0.7011356415435315)
(u'brazil', 0.7011895616931139)
(u'cheesecakes', 0.7012289404109477)
(u'orlando', 0.7012493952813255)
(u'macarons', 0.7016877588468217)
(u'warehouse', 0.7021786743060855)
(u'edinburgh', 0.7022861445242693)
(u'crowd', 0.7023050139064188)
(u'original', 0.7023068829751419)
(u'italy', 0.7023686748572964)
(u'products', 0.7023935679256122)
(u'academy', 0.7024537826967954)
(u'kefir', 0.7024680464170203)
(u'penang', 0.7025025166810638)
(u'parade', 0.7031075214189548)
(u'location', 0.7033193590088064)
(u'bid', 0.7033517576554928)
(u'goodies', 0.7033714497081607)
(u'bonus', 0.7034301688307919)
(u'story', 0.7038773708739887)
(u'dallas', 0.704198401069767)
(u'glaze', 0.7043264644268645)
(u'podcast', 0.704441243986014)
(u'bargain', 0.7045773089600856)
(u'birmingham', 0.7048465847126022)
(u'redgage', 0.7051236773002568)
(u'explains', 0.7053051048404715)
(u'bora', 0.7054014552765917)
(u'world', 0.7055080699642112)
(u'nation', 0.7055403125858258)
(u'vegan', 0.7055501983819283)
(u'necklace', 0.7056396423545893)
(u'disneyland', 0.7059669227316593)
(u'insider', 0.7061669570561352)
(u'history', 0.7062421088780066)
(u'chicken', 0.7062894907127358)
(u'california', 0.7064186381776181)
(u'property', 0.7067459756495353)
(u'spices', 0.7071054260222827)
(u'barcelona', 0.7073087523965127)
(u'cheesecake', 0.7075037924915937)
(u'egypt', 0.7076693735578204)
(u'obamacare', 0.7084504152521095)
(u'live', 0.7085289979213918)
(u'data', 0.7085506610569777)
(u'feature', 0.7088917422502713)
(u'victory', 0.7090501544828728)
(u'preview', 0.709053264260498)
(u'protest', 0.7091924555086794)
(u'hostel', 0.7094891627612779)
(u'patients', 0.7095081424178025)
(u'yahoo', 0.7095301333577705)
(u'chart', 0.709571670221167)
(u'colorado', 0.7096615727234997)
(u'facts', 0.7096909649103892)
(u'cover', 0.7097776759280294)
(u'egg', 0.7099010188068682)
(u'area', 0.7104786935032371)
(u'dangerous', 0.7105659655810943)
(u'barbie', 0.711189362037882)
(u'game', 0.7114136001587597)
(u'winfromwithin', 0.7114959809454002)
