(u'adoption', 0.5687884241671244)
(u'hello', 0.8632402532844121)
(u'boring', 0.8632543650394073)
(u'glorious', 0.8632637728904452)
(u'tha', 0.8633795896730251)
(u'devour', 0.8634272028811527)
(u'grateful', 0.8634641128245033)
(u'peruvian', 0.863603285476355)
(u'tons', 0.8636267999215431)
(u'tried', 0.8637311720038536)
(u'mama', 0.8637355757995763)
(u'remind', 0.8637691940376188)
(u'meaning', 0.8639062746345083)
(u'oomf', 0.8639367775089434)
(u'watching', 0.8641564859100145)
(u'touching', 0.8643315687287398)
(u'feelings', 0.8645472008092087)
(u'asking', 0.8646341340890203)
(u'baby', 0.8646756672642624)
(u'brilliant', 0.8647389439132365)
(u'smash', 0.8648920046480968)
(u'deadass', 0.864894935538837)
(u'momma', 0.8650564074420256)
(u'half', 0.8650979017191857)
(u'gimmie', 0.8651328068513987)
(u'solid', 0.8652109950670112)
(u'maybe', 0.8652886449926579)
(u'thanks', 0.8653139879922997)
(u'kinda', 0.8653224124195953)
(u'brother', 0.8653251128996527)
(u'provide', 0.8654096667076574)
(u'person', 0.8654551133317188)
(u'telling', 0.8654837847369515)
(u'phone', 0.8655184806781703)
(u'driving', 0.8655730882172786)
(u'write', 0.8656198303517659)
(u'crush', 0.8657040092329057)
(u'pictures', 0.8657064388401299)
(u'insane', 0.8658308162059043)
(u'takin', 0.8658801552832538)
(u'grab', 0.8658861169953576)
(u'weed', 0.8659455928828107)
(u'doesn', 0.86603771852095)
(u'drop', 0.8661704595108037)
(u'wanting', 0.8662195907608092)
(u'surely', 0.8662682974825011)
(u'officially', 0.8662861512144852)
(u'buys', 0.8666085530015145)
(u'loool', 0.866734017834679)
(u'looove', 0.8667342281998489)
(u'applebees', 0.8667356540367704)
(u'disgusting', 0.8667628135953329)
(u'mann', 0.8668219559726611)
(u'bitch', 0.8668450794351997)
(u'forgot', 0.8671114723062354)
(u'cut', 0.867139703595532)
(u'yesssss', 0.8672283938583809)
(u'bout', 0.8672293176006619)
(u'yall', 0.8673120408780018)
(u'keeps', 0.8673534647052539)
(u'humans', 0.8676841299759259)
(u'emotional', 0.8676896821586294)
(u'homie', 0.8676915666852215)
(u'soccer', 0.8678249014543405)
(u'nigerian', 0.8678687801611863)
(u'ilove', 0.8679336200856671)
(u'lmao', 0.8679344341594181)
(u'huge', 0.8679955857232895)
(u'killin', 0.8680098860812983)
(u'ialwaysthinkabout', 0.8680211912280823)
(u'brazilian', 0.868088467753206)
(u'boys', 0.8681299196493295)
(u'saw', 0.8681352335379882)
(u'sadly', 0.8681957279352192)
(u'sister', 0.8683155376341621)
(u'agreed', 0.8684421382322486)
(u'nigga', 0.8684743390472663)
(u'thats', 0.8684932625955964)
(u'bro', 0.86874873115485)
(u'mum', 0.8688076218325644)
(u'knows', 0.8688371690646238)
(u'plane', 0.8689779919613089)
(u'anyone', 0.8691244714366778)
(u'supposed', 0.8691271448938992)
(u'dad', 0.8691446046343189)
(u'nice', 0.8691525997935102)
(u'saying', 0.8691605591750386)
(u'ughhh', 0.8692069007499916)
(u'liking', 0.8692373950539094)
(u'2am', 0.8692697244937734)
(u'try', 0.8693373104128985)
(u'nasty', 0.8694275491201724)
(u'ohh', 0.8694427640647984)
(u'brings', 0.869448276111131)
(u'greasy', 0.8695211760271983)
(u'uhm', 0.8697843697463272)
(u'almost', 0.8698132810244861)
(u'mouthful', 0.8698340827936643)
(u'deserve', 0.8698617870456271)
(u'ill', 0.8699207460794908)
(u'yup', 0.869924528982075)
(u'jus', 0.8699645784935218)
(u'trying', 0.8700191886260862)
(u'believe', 0.8700503240888633)
(u'nah', 0.8700723959649767)
(u'nearly', 0.8703002320686406)
(u'roommate', 0.8703580154572418)
(u'20thingsilove', 0.8703761781291708)
(u'crave', 0.8704140550757702)
